Respondent_ID,Age,Annual_Income,Satisfaction_Score,Work_Hours_Per_Week,Spending_Score,Gender,Education_Level,Employment_Status
7848,35,38749,4.24,38,66.75,Non-binary,Master's Degree,Employed
7849,28,53923,1.88,41,30.42,Female,High School,Employed
7850,31,27655,1.04,35,34.95,Prefer not to say,Associate Degree,Student
7851,55,37759,3.03,22,17.31,Male,Doctorate,Unemployed
7852,31,37262,3.91,54,46.41,Female,High School,Employed
7853,38,46679,2.4,48,11.02,Prefer not to say,Master's Degree,Employed
7854,40,37937,4,38,65.3,Female,Doctorate,Self-employed
7855,24,74016,2.75,31,16.92,Prefer not to say,Bachelor's Degree,Retired
7856,26,76955,1.69,40,86.39,Non-binary,Master's Degree,Self-employed
7857,22,20000,1.36,43,70.05,Female,Bachelor's Degree,Self-employed
7858,26,58164,3.84,47,89.15,Non-binary,Doctorate,Student
7859,18,62879,2.54,48,8.7,Non-binary,Doctorate,Self-employed
7860,40,58144,4.65,50,79.85,Prefer not to say,Bachelor's Degree,Unemployed
7861,55,40128,3.16,22,88.08,Male,High School,Unemployed
7862,36,46338,2.39,36,4.46,Prefer not to say,Associate Degree,Retired
7863,20,38775,2.4,49,99.91,Male,Associate Degree,Employed
7864,28,43696,1.53,30,30.06,Prefer not to say,Doctorate,Employed
7865,30,31850,3.38,52,21.17,Female,Master's Degree,Retired
7866,24,48278,3.33,58,41.49,Male,Bachelor's Degree,Retired
7867,43,27457,4.2,51,0.86,Female,Master's Degree,Self-employed
7868,43,46997,1.8,46,88.59,Prefer not to say,Bachelor's Degree,Student
7869,23,31271,2.16,35,26.85,Non-binary,Master's Degree,Employed
7870,42,53102,1.39,42,52.16,Prefer not to say,Bachelor's Degree,Employed
7871,50,39808,2.18,26,62.36,Female,Doctorate,Retired
7872,54,54358,2.71,32,79.11,Prefer not to say,High School,Retired
7873,63,66223,4.86,32,25.02,Non-binary,Associate Degree,Employed
7874,25,73841,3.61,40,71.71,Non-binary,Master's Degree,Employed
7875,63,20000,4.13,36,11.77,Prefer not to say,Associate Degree,Self-employed
7876,31,37487,2.3,42,70.42,Prefer not to say,Master's Degree,Employed
7877,29,45453,1.58,48,91.93,Female,Doctorate,Retired
7878,38,56904,2.03,32,8.5,Non-binary,Doctorate,Unemployed
7879,29,25244,2.03,41,11.67,Male,Master's Degree,Unemployed
7880,38,35268,3.33,35,55.72,Female,Master's Degree,Unemployed
7881,21,51955,2.37,41,4.64,Male,Master's Degree,Self-employed
7882,32,51273,4.43,46,18.74,Non-binary,Doctorate,Unemployed
7883,47,55664,4.95,49,19.02,Non-binary,High School,Student
7884,34,56655,2.37,46,48.12,Female,High School,Student
7885,36,55078,3.82,44,24.85,Non-binary,Master's Degree,Self-employed
7886,39,52904,3.63,25,47.55,Male,Bachelor's Degree,Unemployed
7887,46,50836,1.78,29,52.12,Prefer not to say,High School,Retired
7888,18,59971,4.67,31,73.06,Female,Doctorate,Self-employed
7889,40,20000,1.8,43,94.6,Prefer not to say,Doctorate,Employed
7890,32,73165,3.95,27,50.37,Prefer not to say,Doctorate,Self-employed
7891,36,20000,2.39,43,35.5,Female,Associate Degree,Student
7892,45,33812,2.47,42,25.87,Male,Associate Degree,Retired
7893,23,46598,2.82,20,63.47,Non-binary,Doctorate,Unemployed
7894,24,60089,4.46,29,94.29,Non-binary,High School,Student
7895,18,20000,1.56,50,76.47,Female,Associate Degree,Unemployed
7896,29,49578,1.22,46,20.61,Male,Bachelor's Degree,Unemployed
7897,48,61885,2.61,31,89.33,Female,Master's Degree,Self-employed
7898,33,64917,1.22,29,73.55,Female,Associate Degree,Self-employed
7899,21,39540,3.75,15,12.79,Non-binary,Associate Degree,Student
7900,30,45487,4.04,54,71.28,Female,High School,Unemployed
7901,20,40757,4.42,40,28.94,Male,High School,Self-employed
7902,23,44109,3.98,58,49.14,Male,Bachelor's Degree,Student
7903,38,34522,4.67,38,30.02,Male,Bachelor's Degree,Unemployed
7904,23,36661,3.99,42,8.41,Male,Bachelor's Degree,Employed
7905,46,56515,4.74,48,76.86,Non-binary,Bachelor's Degree,Employed
7906,34,51974,1.77,56,82.87,Non-binary,Associate Degree,Student
7907,35,57373,3,45,23.2,Non-binary,Bachelor's Degree,Employed
7908,32,53210,4.98,40,23.96,Non-binary,Bachelor's Degree,Retired
7909,42,60565,3.73,40,43,Male,Doctorate,Student
7910,42,63173,4.51,29,81.15,Male,Associate Degree,Student
7911,38,23874,1.12,36,7.73,Female,Associate Degree,Unemployed
7912,40,37185,4.49,40,80.87,Female,Associate Degree,Retired
7913,32,46529,3.79,53,92.27,Non-binary,Master's Degree,Student
7914,40,49659,1.68,35,56.15,Female,Bachelor's Degree,Self-employed
7915,31,39948,1.1,50,6.04,Non-binary,Bachelor's Degree,Student
7916,35,63680,2.04,39,26.96,Non-binary,Bachelor's Degree,Retired
7917,32,79699,4.66,52,11.14,Non-binary,High School,Student
7918,30,52792,3.67,46,25.93,Prefer not to say,High School,Employed
7919,28,51265,4.68,46,81.18,Female,High School,Retired
7920,39,62741,2.78,49,5.57,Female,Master's Degree,Self-employed
7921,48,22012,4.75,48,28.38,Non-binary,Bachelor's Degree,Retired
7922,46,50427,2.85,50,51.7,Male,Associate Degree,Student
7923,22,64685,1.82,61,87.4,Prefer not to say,Associate Degree,Self-employed
7924,47,40352,1.61,56,25,Female,Doctorate,Self-employed
7925,31,31601,4.98,44,77.83,Male,High School,Self-employed
7926,41,47212,2.34,35,58.36,Non-binary,Master's Degree,Employed
7927,25,49089,1.64,43,67.64,Non-binary,Doctorate,Retired
7928,36,36370,1.03,20,86.18,Female,Master's Degree,Student
7929,38,81442,2.14,48,2.64,Female,Associate Degree,Employed
7930,20,42819,4.56,29,52.97,Prefer not to say,Bachelor's Degree,Self-employed
7931,41,32695,3.14,51,74.72,Female,Associate Degree,Student
7932,48,48595,3.53,59,88.46,Prefer not to say,Associate Degree,Unemployed
7933,33,63617,4.69,25,13.27,Non-binary,High School,Student
7934,48,50261,3.05,39,34.15,Male,Associate Degree,Unemployed
7935,33,57283,4.35,29,7.86,Male,Master's Degree,Unemployed
7936,43,36927,2.3,22,83.49,Prefer not to say,Bachelor's Degree,Self-employed
7937,18,72315,4.91,38,85.74,Prefer not to say,High School,Unemployed
7938,59,58425,1.32,46,48.36,Female,Doctorate,Employed
7939,49,65715,3.9,47,2.08,Female,Associate Degree,Self-employed
7940,32,55477,3.64,41,10.22,Female,High School,Unemployed
7941,18,62373,1.77,23,62.44,Male,High School,Retired
7942,37,36904,2.56,41,98.26,Female,High School,Employed
7943,20,42628,2.25,25,83.89,Female,Master's Degree,Retired
7944,39,70197,1.38,25,79.79,Non-binary,Doctorate,Student
7945,39,73396,3.34,30,41.8,Prefer not to say,High School,Employed
7946,25,32794,4.97,50,98.52,Female,Master's Degree,Retired
7947,46,53746,3.24,45,82.5,Non-binary,Doctorate,Retired
7948,43,43535,3.18,43,33.57,Male,Bachelor's Degree,Self-employed
7949,44,39544,1.16,31,74.85,Female,Master's Degree,Student
7950,35,54272,1.56,36,43.25,Male,High School,Employed
7951,20,67114,3.05,26,66.05,Male,Associate Degree,Employed
7952,44,56774,4.94,53,97.01,Male,Master's Degree,Employed
7953,32,45207,4.51,61,24.65,Male,Bachelor's Degree,Unemployed
7954,21,57722,2.36,45,79.5,Prefer not to say,Doctorate,Employed
7955,48,44600,3.17,47,59.04,Male,Bachelor's Degree,Unemployed
7956,55,56181,3.21,38,95,Non-binary,Doctorate,Self-employed
7957,34,70946,3.74,23,13.45,Non-binary,Master's Degree,Unemployed
7958,56,20000,3.75,31,71.97,Male,Doctorate,Student
7959,35,61958,4.16,35,3.72,Male,High School,Unemployed
7960,31,26914,1.1,36,24.66,Prefer not to say,Master's Degree,Student
7961,28,68424,4.77,33,32.09,Female,Associate Degree,Student
7962,51,40444,1.28,40,43.23,Male,Bachelor's Degree,Student
7963,27,31734,2.9,31,96.53,Non-binary,Bachelor's Degree,Student
7964,42,60429,4.68,61,6.76,Non-binary,Master's Degree,Employed
7965,29,55462,2.95,26,16.9,Prefer not to say,Associate Degree,Student
7966,30,35012,1.25,48,20.3,Non-binary,Master's Degree,Retired
7967,45,31205,1.92,37,42.4,Non-binary,High School,Self-employed
7968,31,47187,3.31,44,6.07,Male,High School,Retired
7969,30,31938,1.35,45,96.54,Prefer not to say,Associate Degree,Employed
7970,46,34077,2.69,41,55.99,Non-binary,Master's Degree,Student
7971,50,51734,2.32,28,81.33,Non-binary,Associate Degree,Unemployed
7972,41,35511,4.26,36,77.25,Prefer not to say,Associate Degree,Employed
7973,28,56398,1.44,41,66.08,Prefer not to say,High School,Self-employed
7974,29,72352,3.73,41,90.44,Non-binary,High School,Unemployed
7975,35,47771,2.63,29,90.24,Female,Associate Degree,Unemployed
7976,38,51952,3.35,52,12.78,Male,Associate Degree,Student
7977,25,80271,1.82,15,90.19,Non-binary,Doctorate,Self-employed
7978,42,32185,3.44,37,52.39,Non-binary,High School,Self-employed
7979,35,67868,3.7,30,26.81,Male,Associate Degree,Unemployed
7980,18,66062,1.28,41,60.85,Non-binary,Doctorate,Self-employed
7981,25,62814,4.3,50,28.09,Non-binary,Associate Degree,Retired
7982,29,69376,4.45,25,47.9,Prefer not to say,Doctorate,Student
7983,34,54208,1.25,63,81.64,Non-binary,Associate Degree,Student
7984,53,41256,3.41,42,3.22,Female,Master's Degree,Retired
7985,37,66418,3.38,43,18.31,Prefer not to say,High School,Retired
7986,26,66992,1.05,25,95.66,Non-binary,Associate Degree,Self-employed
7987,37,66579,2.37,39,44.51,Non-binary,Bachelor's Degree,Unemployed
7988,31,50667,4.88,49,30.33,Male,Bachelor's Degree,Self-employed
7989,38,39257,3.22,42,92.33,Male,Doctorate,Retired
7990,40,52870,4.73,41,91.12,Female,High School,Student
7991,47,64133,3.7,39,4.42,Male,Doctorate,Student
7992,34,65365,1.11,26,36.25,Male,High School,Student
7993,51,43554,1.31,26,91.28,Female,Bachelor's Degree,Self-employed
7994,44,54730,3.89,51,17.98,Non-binary,Bachelor's Degree,Retired
7995,27,30368,3.22,48,57.82,Male,Doctorate,Unemployed
7996,57,64774,1.51,50,32.08,Male,Master's Degree,Self-employed
7997,38,38250,3.46,31,73.66,Female,Bachelor's Degree,Student
7998,26,61778,4.24,38,15.83,Male,High School,Retired
7999,51,32760,4.01,52,59.61,Prefer not to say,Associate Degree,Unemployed
8000,55,65471,1.98,27,0,Male,Associate Degree,Employed
8001,34,54827,2.03,51,25.26,Non-binary,Associate Degree,Self-employed
8002,29,38279,4.87,34,16.22,Female,Bachelor's Degree,Employed
8003,33,60370,4.55,31,20.98,Non-binary,Master's Degree,Retired
8004,42,41144,2.27,39,86.04,Non-binary,Bachelor's Degree,Employed
8005,47,61243,4.3,28,91.48,Non-binary,High School,Student
8006,40,45888,1.65,21,75.5,Female,Bachelor's Degree,Self-employed
8007,36,24184,1.79,40,59.01,Prefer not to say,Bachelor's Degree,Unemployed
8008,49,35263,1.72,45,23.09,Male,Bachelor's Degree,Student
8009,31,43543,1.35,52,27.47,Non-binary,Bachelor's Degree,Retired
8010,45,70522,4.42,46,30.99,Female,High School,Self-employed
8011,32,63517,3.32,59,77.7,Male,Bachelor's Degree,Retired
8012,39,74357,2.04,53,25.29,Female,Master's Degree,Retired
8013,33,74804,4.39,47,97.34,Non-binary,Doctorate,Retired
8014,34,41978,4.21,44,79.65,Female,High School,Self-employed
8015,31,47172,1.4,52,99.97,Non-binary,Master's Degree,Student
8016,48,43830,3.58,17,45.92,Female,Associate Degree,Retired
8017,27,39927,3.89,35,58.93,Non-binary,Associate Degree,Unemployed
8018,27,22377,3.86,21,28.04,Male,High School,Student
8019,56,49778,3.89,46,60.37,Female,Doctorate,Retired
8020,44,30716,1.68,32,97.39,Female,Bachelor's Degree,Self-employed
8021,18,49487,2.26,70,3.04,Male,High School,Retired
8022,29,81736,4.38,34,28.93,Non-binary,Bachelor's Degree,Retired
8023,18,42359,4.59,41,28.13,Prefer not to say,Bachelor's Degree,Employed
8024,25,52921,2.12,35,98.24,Non-binary,Associate Degree,Employed
8025,18,63599,1.09,35,13.26,Non-binary,Doctorate,Student
8026,33,54204,4.44,27,81.24,Male,Bachelor's Degree,Employed
8027,23,54387,2.51,27,27.46,Prefer not to say,High School,Self-employed
8028,35,44563,2.32,18,86.06,Female,Associate Degree,Employed
8029,18,46521,2.39,45,48.78,Prefer not to say,Bachelor's Degree,Self-employed
8030,35,35599,2.66,35,24.23,Female,Associate Degree,Retired
8031,30,62690,2.51,59,70.97,Female,Associate Degree,Student
8032,50,23877,3.27,27,84.16,Male,High School,Employed
8033,49,64566,1.32,54,47.01,Non-binary,High School,Employed
8034,42,28944,4.89,55,71.4,Non-binary,Master's Degree,Student
8035,31,64439,4.75,52,18.16,Prefer not to say,Bachelor's Degree,Self-employed
8036,54,44692,4.74,42,93.76,Non-binary,Associate Degree,Self-employed
8037,19,31521,4.52,36,9.64,Female,Master's Degree,Employed
8038,20,58689,3.64,52,22.2,Male,High School,Self-employed
8039,34,63931,1.88,32,28.84,Non-binary,Doctorate,Self-employed
8040,57,43428,1.2,42,15.28,Non-binary,Associate Degree,Employed
8041,32,60809,1.4,39,40.67,Female,Doctorate,Employed
8042,33,20000,2.3,31,45.77,Prefer not to say,Doctorate,Employed
8043,20,30191,3.02,42,51.86,Non-binary,Associate Degree,Unemployed
8044,44,69386,4.97,47,4.08,Female,Master's Degree,Employed
8045,44,46644,2.74,30,21.91,Prefer not to say,Master's Degree,Unemployed
8046,42,22066,3.1,44,80.78,Non-binary,Associate Degree,Retired
8047,28,39517,3.78,17,81.06,Female,Bachelor's Degree,Self-employed
8048,27,36148,1.72,29,33,Female,Doctorate,Unemployed
8049,22,47510,4.73,35,46.12,Non-binary,Master's Degree,Retired
8050,35,44438,3.12,43,18.35,Female,Associate Degree,Self-employed
8051,24,52683,2.11,48,82.21,Non-binary,High School,Self-employed
8052,23,48958,4.74,40,95.67,Non-binary,High School,Self-employed
8053,30,70396,3.5,45,29.14,Prefer not to say,Associate Degree,Student
8054,30,56368,2.93,38,78.19,Male,Bachelor's Degree,Student
8055,29,56865,3.32,44,35.24,Non-binary,High School,Unemployed
8056,39,67477,3.99,43,0.26,Non-binary,Bachelor's Degree,Unemployed
8057,35,44168,1.62,34,59.97,Prefer not to say,Associate Degree,Self-employed
8058,32,31071,4.46,36,41.04,Male,Associate Degree,Retired
8059,36,68104,4.84,46,75.84,Male,Doctorate,Unemployed
8060,25,52037,3.27,58,74.88,Female,Associate Degree,Employed
8061,36,52090,3.73,52,94.6,Male,Bachelor's Degree,Employed
8062,36,40500,4.44,28,43.78,Male,Master's Degree,Unemployed
8063,19,40747,2.5,28,48.25,Female,High School,Retired
8064,44,62700,4.97,34,40.04,Male,High School,Employed
8065,26,64769,3.72,40,29.69,Prefer not to say,Doctorate,Self-employed
8066,35,61757,2.7,40,63.78,Non-binary,Master's Degree,Self-employed
8067,46,61894,3.71,52,82.8,Prefer not to say,Bachelor's Degree,Student
8068,44,58535,3.09,52,15.78,Male,Bachelor's Degree,Student
8069,35,51972,1.45,40,98.18,Female,Doctorate,Student
8070,31,47369,4.18,37,68.38,Prefer not to say,Associate Degree,Retired
8071,44,68154,3.26,45,78.01,Prefer not to say,Master's Degree,Self-employed
8072,41,44394,4.18,50,99.89,Non-binary,High School,Retired
8073,28,55549,1.62,45,50.4,Female,Master's Degree,Employed
8074,27,37939,3.15,35,7.13,Prefer not to say,Doctorate,Self-employed
8075,18,40110,4.07,33,79.03,Male,Associate Degree,Student
8076,36,46457,4.95,28,87.08,Non-binary,Master's Degree,Student
8077,34,37940,4.54,41,16.24,Prefer not to say,Associate Degree,Employed
8078,46,61967,4.46,46,2.41,Male,Master's Degree,Self-employed
8079,38,29779,1.99,47,13.58,Prefer not to say,High School,Retired
8080,48,51488,4.35,51,32.4,Prefer not to say,Bachelor's Degree,Retired
8081,28,51987,1.68,54,92.43,Female,Master's Degree,Employed
8082,46,22838,1.79,26,0.25,Prefer not to say,Bachelor's Degree,Self-employed
8083,29,43384,1.44,44,80.38,Female,Bachelor's Degree,Retired
8084,42,53835,4.43,44,85.49,Male,Bachelor's Degree,Student
8085,20,56430,1.43,39,81.11,Female,Doctorate,Student
8086,37,46935,1.55,31,8.22,Male,High School,Retired
8087,18,60153,1.98,54,67.92,Female,Bachelor's Degree,Self-employed
8088,32,48360,3.29,34,95.39,Female,High School,Retired
8089,39,50204,4.52,18,12.04,Female,Master's Degree,Employed
8090,29,53774,2.67,40,3.17,Female,High School,Self-employed
8091,24,63904,3.19,37,87.37,Non-binary,Associate Degree,Retired
8092,43,39864,1.67,58,64.49,Prefer not to say,Bachelor's Degree,Student
8093,33,42697,2.06,44,64.64,Non-binary,Master's Degree,Self-employed
8094,30,39966,1.54,36,96.44,Male,Bachelor's Degree,Unemployed
8095,35,45017,2.64,38,76.98,Male,Bachelor's Degree,Self-employed
8096,61,71393,3.36,37,39.74,Prefer not to say,Master's Degree,Student
8097,46,58590,2.14,62,43.58,Male,Master's Degree,Self-employed
8098,46,33033,4.38,46,14.47,Male,Doctorate,Employed
8099,39,40993,4.92,25,30.4,Female,Doctorate,Student
8100,36,55591,1.48,37,44.54,Prefer not to say,Doctorate,Student
8101,18,36402,1.07,39,26.11,Female,High School,Employed
8102,28,39119,4.16,28,91.59,Prefer not to say,Associate Degree,Unemployed
8103,30,70174,1.76,22,1.18,Female,Associate Degree,Self-employed
8104,18,40799,2.41,45,58.7,Prefer not to say,High School,Employed
8105,23,64320,2.58,31,77.16,Male,Doctorate,Self-employed
8106,18,68829,4.67,52,73.21,Non-binary,Associate Degree,Self-employed
8107,34,38998,3.64,40,64.37,Male,Doctorate,Unemployed
8108,43,36650,1.16,35,41.03,Prefer not to say,Master's Degree,Self-employed
8109,46,45858,1.06,15,91.85,Non-binary,High School,Employed
8110,39,33670,1.8,52,32.89,Non-binary,Doctorate,Self-employed
8111,25,51815,2.27,42,75.01,Female,High School,Self-employed
8112,18,46915,2.94,35,92.67,Prefer not to say,Bachelor's Degree,Unemployed
8113,18,55408,4.35,31,12.84,Female,High School,Self-employed
8114,22,70954,2.26,55,94.71,Prefer not to say,High School,Student
8115,26,62262,2.51,29,77.6,Male,Doctorate,Retired
8116,33,57338,2.32,36,61.66,Prefer not to say,High School,Student
8117,24,20509,1.04,45,37.34,Male,Bachelor's Degree,Unemployed
8118,38,56650,4.82,54,90.43,Non-binary,Master's Degree,Self-employed
8119,32,75839,1.56,37,4.4,Non-binary,Associate Degree,Employed
8120,35,20000,2.15,32,43.18,Female,Master's Degree,Self-employed
8121,46,60340,1.52,38,75.66,Non-binary,High School,Self-employed
8122,23,47609,2.96,49,81.11,Non-binary,Bachelor's Degree,Unemployed
8123,39,37253,4.73,51,20.23,Male,Bachelor's Degree,Self-employed
8124,34,62016,1.4,26,4.76,Prefer not to say,Master's Degree,Employed
8125,31,75645,2.76,41,80.29,Male,Doctorate,Employed
8126,43,61628,1.09,25,42.19,Non-binary,Associate Degree,Retired
8127,43,44432,4.08,48,14.35,Prefer not to say,High School,Retired
8128,25,35847,3.56,44,8.56,Non-binary,High School,Self-employed
8129,33,52169,3.8,30,64.06,Non-binary,Master's Degree,Employed
8130,37,63097,2.89,55,58.28,Male,Bachelor's Degree,Self-employed
8131,32,44194,4.63,43,85.4,Prefer not to say,Bachelor's Degree,Student
8132,40,45644,2.64,42,3.16,Male,Doctorate,Unemployed
8133,37,92330,3.06,38,86.84,Female,Associate Degree,Unemployed
8134,53,66179,3.78,39,88.72,Female,High School,Employed
8135,19,67251,3.08,36,44.63,Female,Master's Degree,Student
8136,33,28095,1.76,32,7.67,Female,Doctorate,Employed
8137,25,39392,2.27,52,94.67,Male,Associate Degree,Student
8138,41,51120,1.37,35,7.2,Female,High School,Employed
8139,18,34982,2.73,34,59.07,Male,Associate Degree,Retired
8140,38,74005,3.44,38,49.32,Prefer not to say,High School,Self-employed
8141,28,71154,1.47,54,83.51,Prefer not to say,Associate Degree,Unemployed
8142,27,41996,3.52,51,50.26,Male,Associate Degree,Unemployed
8143,20,76758,4.57,36,46.91,Prefer not to say,Master's Degree,Student
8144,30,49936,2.35,52,88.07,Female,Doctorate,Retired
8145,45,88840,1.89,41,96.4,Male,Bachelor's Degree,Student
8146,34,52170,4.57,31,54.93,Non-binary,Associate Degree,Retired
8147,41,58642,3.77,35,45.47,Prefer not to say,Master's Degree,Student
8148,51,70998,1.42,53,83.11,Female,Bachelor's Degree,Employed
8149,37,69164,2.63,60,83.11,Female,Doctorate,Employed
8150,29,57660,3.7,43,31.94,Non-binary,Doctorate,Unemployed
8151,39,47882,3.3,34,57.62,Female,Associate Degree,Student
8152,29,57711,3.47,38,15.41,Male,High School,Student
8153,29,37757,3.27,32,63.55,Prefer not to say,Doctorate,Employed
8154,19,52282,4.19,33,83.4,Male,Master's Degree,Student
8155,44,33360,2.28,32,18.75,Male,Associate Degree,Unemployed
8156,31,23286,3.83,39,32.3,Prefer not to say,Doctorate,Unemployed
8157,36,50756,4.96,41,44.89,Female,Associate Degree,Student
8158,24,68934,2.56,38,84.51,Non-binary,High School,Unemployed
8159,39,63887,4.16,37,73.14,Non-binary,Doctorate,Unemployed
8160,27,48771,1.98,47,31.69,Female,Associate Degree,Student
8161,33,76204,2.13,37,24.3,Male,Master's Degree,Student
8162,43,41464,4.74,38,69.57,Prefer not to say,Doctorate,Employed
8163,42,21232,1.1,38,47.99,Prefer not to say,High School,Employed
8164,34,20000,1.87,55,59.36,Male,Bachelor's Degree,Retired
8165,18,32282,2.93,35,64.87,Female,Bachelor's Degree,Student
8166,64,62249,2.61,45,55.87,Female,Associate Degree,Retired
8167,52,40477,3.52,32,61.31,Male,Doctorate,Student
8168,42,56914,1.77,43,88.75,Female,Doctorate,Retired
8169,27,74694,1.28,45,86.82,Non-binary,High School,Self-employed
8170,33,33498,2.48,50,14.9,Non-binary,Bachelor's Degree,Student
8171,29,57177,3.1,36,58.65,Prefer not to say,Master's Degree,Unemployed
8172,47,58084,3.25,28,43.93,Female,Bachelor's Degree,Retired
8173,37,37088,3.41,32,28.55,Male,Doctorate,Self-employed
8174,27,70313,3.19,49,63.11,Non-binary,Master's Degree,Self-employed
8175,30,45684,1.98,60,51.09,Prefer not to say,Master's Degree,Employed
8176,46,44243,4.06,48,77.49,Female,High School,Self-employed
8177,51,81674,1.35,27,9.34,Male,Associate Degree,Retired
8178,50,57841,1.79,48,30.27,Female,Associate Degree,Self-employed
8179,42,63879,3.96,30,2.58,Prefer not to say,High School,Self-employed
8180,32,70323,2.12,36,74.6,Female,Doctorate,Employed
8181,18,40242,2.97,41,91.25,Female,Doctorate,Employed
8182,37,68747,2.31,43,58.74,Prefer not to say,Associate Degree,Student
8183,34,42471,3.03,40,61.7,Female,Bachelor's Degree,Unemployed
8184,36,41830,2.39,33,4.64,Female,High School,Self-employed
8185,35,45920,4.98,50,50.38,Male,Bachelor's Degree,Unemployed
8186,21,40669,2.43,34,52.69,Non-binary,High School,Self-employed
8187,40,62332,3.51,52,3.9,Male,High School,Employed
8188,41,54008,4.55,26,78.24,Prefer not to say,Associate Degree,Retired
8189,41,42631,3.55,42,27.83,Non-binary,Associate Degree,Student
8190,44,60117,3.26,27,72.34,Female,Bachelor's Degree,Self-employed
8191,41,45872,3.28,31,40.29,Female,Doctorate,Retired
8192,30,45078,2.99,34,99.56,Prefer not to say,Master's Degree,Employed
8193,34,50730,4.23,55,21.22,Male,Bachelor's Degree,Student
8194,35,56951,1.2,53,5.82,Male,High School,Unemployed
8195,36,55847,4.54,48,97.99,Non-binary,Master's Degree,Student
8196,44,44551,3.35,40,24.38,Female,Master's Degree,Unemployed
8197,41,62706,4.4,41,63.53,Male,Master's Degree,Self-employed
8198,55,46664,1.04,52,37.46,Female,Master's Degree,Unemployed
8199,57,40175,4.48,47,63.96,Female,Master's Degree,Unemployed
8200,35,27979,1.48,40,59.61,Female,Bachelor's Degree,Student
8201,18,64747,3.88,54,70.73,Non-binary,Associate Degree,Self-employed
8202,47,50185,2.67,48,1.84,Prefer not to say,Associate Degree,Employed
8203,29,53163,3.72,42,83.62,Female,High School,Student
8204,26,65687,3.51,35,47.87,Prefer not to say,Doctorate,Self-employed
8205,31,42838,1.65,34,51.89,Prefer not to say,Bachelor's Degree,Retired
8206,30,29384,3.06,36,41.1,Non-binary,Master's Degree,Employed
8207,41,51046,2.11,44,98.94,Male,Associate Degree,Unemployed
8208,19,54619,3.24,48,80.16,Prefer not to say,High School,Retired
8209,24,46057,3.95,25,31.14,Prefer not to say,Master's Degree,Unemployed
8210,38,72106,1.33,20,78.31,Prefer not to say,High School,Self-employed
8211,41,20000,3.06,30,43.7,Male,Master's Degree,Employed
8212,41,66800,3.47,35,87,Female,Master's Degree,Employed
8213,27,61867,2.18,51,3.08,Female,Associate Degree,Student
8214,25,56851,4.81,37,35.54,Non-binary,Associate Degree,Self-employed
8215,29,20000,3.08,42,42.98,Female,Master's Degree,Unemployed
8216,37,69258,1.73,44,74.42,Female,Associate Degree,Unemployed
8217,49,34603,1.43,29,18.23,Female,Bachelor's Degree,Unemployed
8218,18,42384,3.17,54,28.63,Non-binary,Master's Degree,Unemployed
8219,32,47441,2.5,33,72.39,Non-binary,Associate Degree,Employed
8220,21,56111,1.77,55,7.68,Female,High School,Employed
8221,18,59591,1.12,38,20.11,Female,High School,Unemployed
8222,44,63392,3.27,36,75.34,Prefer not to say,High School,Student
8223,40,62237,3.39,28,87.55,Male,Doctorate,Retired
8224,39,53793,1.57,41,72.88,Non-binary,High School,Self-employed
8225,44,56238,3.41,62,52.71,Male,High School,Unemployed
8226,30,33638,4.81,44,9.91,Female,Bachelor's Degree,Self-employed
8227,30,38734,4.91,42,82.72,Female,Bachelor's Degree,Unemployed
8228,56,63431,4.55,33,12.4,Female,Doctorate,Student
8229,32,62558,4.23,45,38.51,Female,Bachelor's Degree,Retired
8230,42,60856,1.84,41,5.05,Non-binary,Associate Degree,Unemployed
8231,35,42283,1.63,39,70.97,Female,High School,Unemployed
8232,18,63657,2.78,44,50.35,Male,Associate Degree,Retired
8233,18,32581,3.48,21,90.76,Prefer not to say,Doctorate,Unemployed
8234,29,66160,4.4,38,13.87,Prefer not to say,Associate Degree,Employed
8235,45,46086,1.93,28,81.92,Male,Associate Degree,Student
8236,42,75262,2.92,40,51.07,Male,Associate Degree,Employed
8237,44,27178,3.59,32,36.61,Prefer not to say,Bachelor's Degree,Student
8238,25,76451,2.78,33,64.36,Non-binary,High School,Employed
8239,51,44578,2.82,26,79.04,Male,Associate Degree,Employed
8240,25,44307,1.9,51,44.03,Non-binary,Master's Degree,Unemployed
8241,37,52922,4.95,33,23.28,Prefer not to say,High School,Student
8242,34,39543,2.9,33,91.58,Non-binary,High School,Student
8243,33,48915,3.13,55,31.3,Prefer not to say,Master's Degree,Unemployed
8244,48,38935,1.87,45,99.82,Female,Doctorate,Student
8245,27,39484,3.06,19,76.73,Non-binary,Doctorate,Student
8246,21,57303,2.02,53,68.78,Non-binary,High School,Unemployed
8247,35,36476,1.81,56,1.24,Non-binary,Bachelor's Degree,Self-employed
8248,31,38477,2.1,55,44.85,Female,Doctorate,Retired
8249,68,29408,1.01,46,50.25,Female,Doctorate,Employed
8250,41,42441,3.28,28,37.64,Female,Associate Degree,Student
8251,30,69674,2.55,39,15,Male,Associate Degree,Retired
8252,24,37310,4.59,25,36.75,Prefer not to say,Doctorate,Unemployed
8253,18,39025,1.16,31,7.5,Male,Bachelor's Degree,Student
8254,24,52908,1.17,28,29.09,Non-binary,Associate Degree,Retired
8255,36,44438,4.54,33,8.37,Prefer not to say,Bachelor's Degree,Employed
8256,49,83422,1.51,41,75.24,Male,High School,Retired
